,element_id,text,page_number,filename,chunk_id
48,bb7f4c80d3220c4de93e251927615b1a,"infusion (BHI) broth depleted of lactose (by lactase; fig. S7A) did not grow (Fig. 3D). Growth was reinstated upon transfer to re- gular BHI, excluding antibacterial effects of lactase treatment (Fig. 3D). Enterococcal expansion after allo-HCT was accompanied by a loss of Clostridium spp. in the microbiota of allo-HCT patients (Fig. 3, A and F) and of mice with GVHD (fig. S8, A to C, and table S7). This may be important for allo-HCT patients, as high abundances of clostridia are associated with better survival and low- er incidence of GVHD (12, 25). Commen- sal clostridia are known to produce large amounts of butyrate (26), which mitigates lethal GVHD in mice through protecting energy homeostasis of enterocytes (27). We observed that posttransplant enterococcal domination and a loss of clostridia were accompanied by a significant reduction in fecal butyrate in both allo-HCT patients and mice with GVHD (Fig. 3, E and G) (28). A loss of this key metabolite may contribute to the poor

--- Extracted Metadata ---
Keywords: allo-HCT, GVHD, Clostridium spp., butyrate, enterococci, microbiota
Methods: lactase treatment, allo-HCT, GVHD
Hypothetical Questions: What is the impact of lactase treatment on enterococcal growth in BHI broth?, How does the loss of Clostridium spp. affect the microbiota in allo-HCT patients?, What is the role of butyrate in the context of GVHD and enterococcal domination?",6,gvhd_paper.pdf,49
49,6768c0eeaeb286f8da7ad768efc7cf4a,"ith better survival and low- er incidence of GVHD (12, 25). Commen- sal clostridia are known to produce large amounts of butyrate (26), which mitigates lethal GVHD in mice through protecting energy homeostasis of enterocytes (27). We observed that posttransplant enterococcal domination and a loss of clostridia were accompanied by a significant reduction in fecal butyrate in both allo-HCT patients and mice with GVHD (Fig. 3, E and G) (28). A loss of this key metabolite may contribute to the poor outcomes in Enterococcus-dominated patients and mice.

--- Extracted Metadata ---
Keywords: GVHD, butyrate, Enterococcus, clostridia, allo-HCT, energy homeostasis, fecal analysis, microbiome
Methods: GVHD mitigation, fecal butyrate analysis, posttransplant microbiome shifts
Hypothetical Questions: How does butyrate impact the survival rates of patients with GVHD?, What role do commensal clostridia play in energy homeostasis of enterocytes post-transplant?, What effects does Enterococcus domination have on fecal butyrate levels in patients?",6,gvhd_paper.pdf,50
50,f92d6c9c8ec54912236a90a82470690e,"Given that the optimal growth of enterococci depends on lactose availability in vitro, we investigated whether enterococcal expansion can be mitigated by feeding mice lactose-free chow (fig. S7B and table S8). In the C57BL/ 6→BALB/c model, the absence of dietary lactose significantly reduced posttransplant Enterococcus bloom and mitigated GVHD (Fig. 4A and fig. S9B). Flow cytometric anal- ysis of donor T cells on day +14 revealed a reduction in the percentage of activated and proliferating CD4+ T cells (CD4+CD69+; CD4+ Ki67+) as well as a reduction in the percent- age of CD4+Tbet+ (TH1) T cells (fig. S9). The effect of a lactose-free diet on enterococcal outgrowth and GVHD was replicated in the LP/J→C57BL/6 mouse model (Fig. 4B and table S9 for changes in non-enterococcal taxa). Intestinal mucosal damage by irradiation or allo-reactive T cells may affect the expres- sion of lactase, the enzyme found on small- intestine enterocytes that facilitates lactose absorption through

--- Extracted Metadata ---
Keywords: Enterococcus, GVHD, lactose, diet, mouse model, intestinal mucosal damage, T cells, lactase
Methods: enterococcal expansion investigation, flow cytometric analysis
Hypothetical Questions: How does lactose availability affect enterococcal growth in mice?, What impact does a lactose-free diet have on GVHD in mice?, Can enterococcal growth be controlled through dietary modifications in animal models?",6,gvhd_paper.pdf,51
51,466c56e7c71f95d0d2f8ae81139786ac,"ating CD4+ T cells (CD4+CD69+; CD4+ Ki67+) as well as a reduction in the percent- age of CD4+Tbet+ (TH1) T cells (fig. S9). The effect of a lactose-free diet on enterococcal outgrowth and GVHD was replicated in the LP/J→C57BL/6 mouse model (Fig. 4B and table S9 for changes in non-enterococcal taxa). Intestinal mucosal damage by irradiation or allo-reactive T cells may affect the expres- sion of lactase, the enzyme found on small- intestine enterocytes that facilitates lactose absorption through disaccharide cleavage. Duodenal lactase transcript abundance pro- gressively declined in BM+T recipients over the course of transplantation (fig. S9C), which may induce a lactose-intolerant–like state in mice, allowing nondigested lactose to reach the lower intestinal tract and serve as a car- bon source for bacteria.

--- Extracted Metadata ---
Keywords: CD4+ T cells, lactose-free diet, GVHD, intestinal mucosal damage, lactase, transplantation, enterococcal outgrowth, microbiome
Methods: GVHD model, diet manipulation, transplantation, intestinal microbiome analysis
Hypothetical Questions: How does a lactose-free diet affect CD4+ T cells in mice?, What is the relationship between lactase expression and GVHD?, What role does intestinal mucosal damage play in lactose absorption?, How does enterococcal outgrowth influence the immune response in the context of a lactose-free diet?",6,gvhd_paper.pdf,52
52,f09a12596f5a19f868b2015ee4c6e5bc,"Next, we explored whether enterococci ex- pansion is associated with lactose tolerance in human allo-HCT patients by genotyping 602 patients from the MSKCC cohort with available pretransplant germline DNA sam- ples for the gene polymorphism rs4988235 (-13910*T). This single-nucleotide polymorphism (SNP) regulates lactase expression and pre- dicts lactose absorption and/or tolerance (C/T

29 November 2019

or T/T alleles) and malabsorption (C/C alleles) in the upper gut (29). Although abundance of the genus Enterococcus increased comparably during exposure to broad-spectrum antibiotics in both lactose absorbers and malabsorbers, enterococcal domination was significantly prolonged in malabsorbers after cessation of antibiotics (Fig. 4D and fig. S10). This finding suggests that the maintenance of enterococ- cal domination and microbiota recovery after broad-spectrum antibiotic exposure is signif- icantly modulated by the luminal availability of lactose as a growth substrate.

--- Extracted Metadata ---
Keywords: enterococci, lactose tolerance, allo-HCT, genotyping, SNP rs4988235, lactase expression, broad-spectrum antibiotics, microbiota recovery
Methods: genotyping
Hypothetical Questions: What is the association between enterococci expansion and lactose tolerance in human allo-HCT patients?, How does antibiotic exposure affect enterococcal domination in lactose absorbers versus malabsorbers?, What role does the SNP rs4988235 play in lactose absorption and tolerance?",6,gvhd_paper.pdf,53
53,7e9beef898af98b97f94263ef5e9f5ae,"Fecal domination by Enterococcus spp. is a significant risk factor for the development of acute GVHD and for increased overall and GVHD-related mortality after allo-HCT. Our findings extend previous reports from smaller single-center analyses that posttransplant VRE bacteremia and fecal domination are associated with worse outcomes after allo-HCT (7, 8, 30). In gnotobiotic mouse models, enterococci exacerbate GVHD, consistent with previous reports of aggravated colitis in models of in- flammatory bowel disease (14) or systemic autoimmune responses (31). We previously identified Blautia abundance (a genus within class Clostridia) as a predictor of protection from lethal GVHD (12), whereas here we describe Enterococcus domination as a risk factor for GVHD. These two findings are noteworthy in light of our recent observa- tion that a B. producta strain can inhibit VRE growth via the production of a lantibiotic pro- tein (32). We identified a microbiota-intrinsic mechanism that is

--- Extracted Metadata ---
Keywords: Enterococcus, GVHD, allo-HCT, bacteremia, microbiota, Clostridia, Blautia, lantibiotic
Methods: microbiota analysis, gut microbiome examination
Hypothetical Questions: How does Enterococcus spp. influence outcomes after allo-HCT?, What are the implications of Blautia abundance in GVHD development?, Can specific strains of bacteria protect against GVHD?",6,gvhd_paper.pdf,54
54,116ac047b5ec9a6753d95618f9af21c0,"lammatory bowel disease (14) or systemic autoimmune responses (31). We previously identified Blautia abundance (a genus within class Clostridia) as a predictor of protection from lethal GVHD (12), whereas here we describe Enterococcus domination as a risk factor for GVHD. These two findings are noteworthy in light of our recent observa- tion that a B. producta strain can inhibit VRE growth via the production of a lantibiotic pro- tein (32). We identified a microbiota-intrinsic mechanism that is dependent on lactose uti- lization and favors the expansion of enterococci. This process may be triggered through a loss of lactase produced by enterocytes damaged by conditioning or allo-reactive T cells. We validated this concept experimentally, by showing that depletion of lactose in vitro and in vivo inhibited enterococcal expan- sion and mitigated GVHD, and clinically, by showing that patients harboring a lactose- malabsorption allele experienced prolonged Enterococcus domination after

--- Extracted Metadata ---
Keywords: Blautia, Enterococcus, GVHD, microbiota, lactose utilization, lantibiotic, VRE growth, autoimmune responses
Methods: microbiota analysis, growth inhibition, in vitro and in vivo validation
Hypothetical Questions: What microbiota changes are associated with GVHD?, How does lactose utilization impact enterococci expansion?, What role does Blautia play in GVHD protection?",6,gvhd_paper.pdf,55
55,df3c7d08b5427be53ef04f45278075d8,"is dependent on lactose uti- lization and favors the expansion of enterococci. This process may be triggered through a loss of lactase produced by enterocytes damaged by conditioning or allo-reactive T cells. We validated this concept experimentally, by showing that depletion of lactose in vitro and in vivo inhibited enterococcal expan- sion and mitigated GVHD, and clinically, by showing that patients harboring a lactose- malabsorption allele experienced prolonged Enterococcus domination after antibiotic ex- posure. These observations in mice and allo- HCT patients provide proof-of-concept for a novel, non–antibiotic-based therapeutic strategy, such as a lactose-free diet, to attenu- ate the outgrowth of pathobionts like enter- ococci and possibly improve clinical outcomes by modulating dietary sources of nutrients for pathogenic bacteria.

--- Extracted Metadata ---
Keywords: lactose, enterococci, GVHD, pathobionts, diet, antibiotic exposure, lactase, malabsorption, enterocytes, T cells
Methods: lactose utilization, dietary modulation
Hypothetical Questions: How does lactose affect the growth of pathobionts like enterococci?, What impact does lactose malabsorption have on Enterococcus expansion after antibiotic treatment?, Can a lactose-free diet improve clinical outcomes in patients with GVHD?",6,gvhd_paper.pdf,56
56,53c62f87f2078f1ddea2f4a5c892baa0,"REFERENCES AND NOTES

1. Y. Litvak, M. X. Byndloss, A. J. Bäumler, Science 362, eaat9076 (2018).

2. M. S. Gilmore, F. Lebreton, W. van Schaik, Curr. Opin. Microbiol. 16, 10–16 (2013).

3. S. Schloissnig et al., Nature 493, 45–50 (2013). 4. F. Lebreton et al., Cell 169, 849–861.e13 (2017). 5. Y. Taur et al., Clin. Infect. Dis. 55, 905–914 (2012). 6. C. Ubeda et al., J. Clin. Invest. 120, 4332–4341 (2010). 7. E. Holler et al., Biol. Blood Marrow Transplant. 20, 640–645 (2014).

6 of 7

D o w n o a d e d

l

f r o m h t t p : / / s c e n c e . s c e n c e m a g . o r g / o n N o v e m b e r

i

i

2 8 ,

2 0 1 9

--- Extracted Metadata ---
Keywords: microbiology, infectious diseases, clinical studies, blood marrow transplant, evaluation of bacterial resistance",6,gvhd_paper.pdf,57
57,2312af693b6e95c7e6721640d890ca39,"RES EARCH | R E P O R T

8. C. D. Ford et al., Biol. Blood Marrow Transplant. 23, 340–346

(2017).

9. H. J. Khoury et al., Haematologica 102 , 958–966 (2017). 10. Y. Shono et al., Sci. Transl. Med. 8, 339ra71 (2016). 11. Y. Taur et al., Blood 124, 1174–1182 (2014). 12. R. R. Jenq et al., Biol. Blood Marrow Transplant. 21, 1373–1383 (2015).

13. Y. Taur et al., Sci. Transl. Med. 10, eaap9489 (2018). 14. N. Steck et al., Gastroenterology 141, 959–971 (2011). 15. N. Geva-Zatorsky et al., Cell 168, 928–943.e11 (2017). 16. K. Riesner, M. Kalupa, Y. Shi, S. Elezkurtaj, O. Penack, Bone Marrow Transplant. 51, 410–417 (2016).

17. K. Dubin, E. G. Pamer, Microbiol. Spectr. doi:10.1128/ microbiolspec.BAD-0014-2016 (2014).",7,gvhd_paper.pdf,58
58,bf0923ff51be4b2a7ae42b9061f367f8,"18. R. R. Jenq et al., J. Exp. Med. 209, 903–911 (2012). 19. S. Caballero et al., Cell Host Microbe 21, 592–602.e4 (2017). 20. N. W. Palm et al., Cell 158, 1000–1010 (2014). 21. K. Brandl et al., Nature 455, 804–807 (2008). 22. D. Zhao et al., J. Clin. Invest. 128, 4970–4979 (2018). 23. C. A. Lindemans et al., Nature 528, 560–564 (2015). 24. K. H. Schleifer, A. Hartinger, F. Götz, FEMS Microbiol. Lett. 3, 9–11 (1978)

25. D. Weber et al., Biol. Blood Marrow Transplant. 23, 845–852 (2017).

26. P. A. Gill, M. C. van Zelm, J. G. Muir, P. R. Gibson, Aliment. Pharmacol. Ther. 48 , 15–34 (2018).

27. N. D. Mathewson et al., Nat. Immunol. 17, 505–513 (2016). 28. B. W. Haak et al., Blood 131, 2978–2986 (2018). 29. C. J. Ingram, C. A. Mulcare, Y. Itan, M. G. Thomas, D. M. Swallow, Hum. Genet. 124, 579–591 (2009). 30. J. Vydra et al., Clin. Infect. Dis. 55, 764–770 (2012). 31. S. Manfredo Vieira et al., Science 359, 1156–1161 (2018). 32. S. G. Kim et al., Nature 572, 665–669 (2019).

--- Extracted Metadata ---
Keywords: microbiome, immunology, transplantation, gastroenterology, genetics, infectious diseases, nutrition",7,gvhd_paper.pdf,59
59,1b8221fab342f3129b2927015c8ea56d,"ACKN OW LEDG MEN TS

We thank G. M. Dunny and J. Willett (Department of Microbiology, University of Minnesota) as well as R. Zbasnik and V. Schlegel (Department of Food Science, University of Nebraska) for helpful discussion and for providing materials for revision of the manuscript. Funding: This work was supported by a German Research Foundation (DFG) scholarship to

--- Extracted Metadata ---
Keywords: acknowledgements, funding, German Research Foundation, microbiology, food science",7,gvhd_paper.pdf,60
60,8d80b1cca0d6cf99d6f0c2c5201f1ca5,"C.K.S.-T.; a Young-Investigator-Award by American Society of Bone Marrow Transplantation to C.K.S.-T.; partially supported by the DFG research consortium TR221 “GvH/GvL” (project B13) to E.H.; by NCI awards R01-CA228358 (M.R.M.v.d.B.), R01-CA228308 (M.R.M.v.d.B.), MSKCC Cancer Center Core Grant P30 CA008748, and Project 4 of P01-CA023766 (M.R.M.v.d.B.); NHLBI award R01-HL125571 (M.R.M.v.d.B.), R01-HL123340 (M.R.M.v.d.B.), and K08-HL143189 (J.U.P.); NIA National Institute of Aging award Project 2 of P01-AG052359 (M.R.M.v.d.B.); NIAID award U01 AI124275 (M.R.M.v.d.B.); R01 AI032135 (E.G.P.); AI095706 (E.G.P.); U01 AI124275 (E.G.P. and J.B.X.); Tri-Institutional Stem Cell Initiative award 2016-013 (M.R.M.v.d.B.); the Lymphoma Foundation (M.R.M.v.d.B. and N.K.); the Susan and Peter Solomon Divisional Genomics Program (M.R.M.v.d.B.); the Parker Institute for Cancer Immunotherapy at Memorial Sloan Kettering Cancer Center (M.R.M.v.d.B. and J.U.P.); the Sawiris Foundation (J.U.P.); the Society

--- Extracted Metadata ---
Keywords: bone marrow transplantation, cancer research, grants, NCI, NHLBI, NIA, research funding",7,gvhd_paper.pdf,61
61,5d6ac014bebbab8a332bcd86142ee30f,"of P01-AG052359 (M.R.M.v.d.B.); NIAID award U01 AI124275 (M.R.M.v.d.B.); R01 AI032135 (E.G.P.); AI095706 (E.G.P.); U01 AI124275 (E.G.P. and J.B.X.); Tri-Institutional Stem Cell Initiative award 2016-013 (M.R.M.v.d.B.); the Lymphoma Foundation (M.R.M.v.d.B. and N.K.); the Susan and Peter Solomon Divisional Genomics Program (M.R.M.v.d.B.); the Parker Institute for Cancer Immunotherapy at Memorial Sloan Kettering Cancer Center (M.R.M.v.d.B. and J.U.P.); the Sawiris Foundation (J.U.P.); the Society of Memorial Sloan Kettering Cancer Center (J.U.P.); MSKCC Cancer Systems Immunology Pilot Grant (J.U.P.); Empire Clinical Research Investigator Program (J.U.P.); Seres Therapeutics (M.R.M.v.d.B., J.U.P., J.B.S., A.L.C.G., A.G.C., A.E.S., and A.D.S.); Japan Society for the Promotion of Science KAKENHI (17H04206 to T.T. and 17K09945 to D.H.); the Center of Innovation Program from Japan Science and Technology Agency (T.T.); Mochida Memorial Foundation for Medical and Pharmaceutical Research (D.H.);

--- Extracted Metadata ---
Keywords: NIAID, Lymphoma Foundation, Parker Institute for Cancer Immunotherapy, Stem Cell Initiative",7,gvhd_paper.pdf,62
62,6bc707798a3bdcc77c1667d45d7da0be,"f Memorial Sloan Kettering Cancer Center (J.U.P.); MSKCC Cancer Systems Immunology Pilot Grant (J.U.P.); Empire Clinical Research Investigator Program (J.U.P.); Seres Therapeutics (M.R.M.v.d.B., J.U.P., J.B.S., A.L.C.G., A.G.C., A.E.S., and A.D.S.); Japan Society for the Promotion of Science KAKENHI (17H04206 to T.T. and 17K09945 to D.H.); the Center of Innovation Program from Japan Science and Technology Agency (T.T.); Mochida Memorial Foundation for Medical and Pharmaceutical Research (D.H.); R56 AI137269-01 (J.B.X.); Conquer Cancer Foundation Young Investigator Award/Gilead Sciences (N.K.); NIH KL2 TR001115-03 (NCATS CTSA to A.D.S.); NIA 2P30AG028716-11 (Claude D. Pepper Older Americans Independence Center to A.D.S.); NCI R01CA203950-01 (to N.J.C., A.D.S., L.B., M.L, and A.B.); NIH 1R01HL124112-01A (A.D.S. and R.R.J.); and NIA R21AG066388- 01 (A.D.S. and N.J.C.). Author contributions: C.K.S.-T., E.G.P., J.U.P, and M.R.M.v.d.B. conceptualized the project; C.K.S.-T., A.L.C.G., A.S.,

--- Extracted Metadata ---
Keywords: Memorial Sloan Kettering Cancer Center, Cancer Systems Immunology, Seres Therapeutics, Japan Society for the Promotion of Science, Center of Innovation Program, Mochida Memorial Foundation, Conquer Cancer Foundation, NIA, NCI",7,gvhd_paper.pdf,63
63,0d47e691092745cfe0664febc9c40994,"R56 AI137269-01 (J.B.X.); Conquer Cancer Foundation Young Investigator Award/Gilead Sciences (N.K.); NIH KL2 TR001115-03 (NCATS CTSA to A.D.S.); NIA 2P30AG028716-11 (Claude D. Pepper Older Americans Independence Center to A.D.S.); NCI R01CA203950-01 (to N.J.C., A.D.S., L.B., M.L, and A.B.); NIH 1R01HL124112-01A (A.D.S. and R.R.J.); and NIA R21AG066388- 01 (A.D.S. and N.J.C.). Author contributions: C.K.S.-T., E.G.P., J.U.P, and M.R.M.v.d.B. conceptualized the project; C.K.S.-T., A.L.C.G., A.S., S.D., A.P., J.R.C., Y.T., R.R.J., J.B.X., E.R.L., and J.U.P. were involved in data curation and formal analyses; C.K.S.-T., K.B.N., A.L., M.D.D., A.E.S., J.B.S., A.G.C., G.A., Y.S., M.B.d.S., K.A.M., D.B., R.P., A.T., S.M., M.E.A., A.J.P., M.M., R.J.W., L.A.A., E.F., D.P., M.A.J., D.W., A.D.S., D.H., C.S., J.A.M., K.R., M.L., A.B., L.B., K.H., and Y.H. conducted research and collected data; M.J.G.T.V., D.M.P., M.A.P., S.A.G.,

--- Extracted Metadata ---
Keywords: Conquer Cancer Foundation, Young Investigator Award, NIH, NIA, NCI, research",7,gvhd_paper.pdf,64
64,64f12efb365dbb12b344c8f0b8c62e83,"T.T., E.H., N.J.C., E.G.P., and M.R.M.v.d.B. supervised the project and provided validation; and C.K.S.-T., J.U.P., A.L.C.G., and M.R.M.v.d.B. prepared data presentation and wrote the manuscript with contributions from all other authors. Competing interests: M.R.M.v.d.B has received research support from Seres Therapeutics; has consulted, received honorarium from, or participated in advisory boards for Seres Therapeutics, Flagship Ventures, Novartis, Evelo, Jazz Pharmaceuticals, Therakos, Amgen, Magenta Therapeutics, Merck & Co, Inc., Acute Leukemia Forum (ALF), and DKMS Medical Council (Board); and has IP Licensing with Seres Therapeutics and Juno Therapeutics and stock options from Smart Immune. J.U.P. reports research funding, intellectual property fees, and travel reimbursement from Seres Therapeutics and consulting fees from Davolterra. A.D.S. received research support from Seres Therapeutics, Merck, and Novartis. E.G.P. has received speaker honoraria from Bristol-Myer Squibb,

--- Extracted Metadata ---
Keywords: research support, manuscript writing, consulting, intellectual property, honorarium, advisory boards, data presentation, competing interests",7,gvhd_paper.pdf,65
65,d73cb54a29a162c90c029bc5c5eddcba,"en, Magenta Therapeutics, Merck & Co, Inc., Acute Leukemia Forum (ALF), and DKMS Medical Council (Board); and has IP Licensing with Seres Therapeutics and Juno Therapeutics and stock options from Smart Immune. J.U.P. reports research funding, intellectual property fees, and travel reimbursement from Seres Therapeutics and consulting fees from Davolterra. A.D.S. received research support from Seres Therapeutics, Merck, and Novartis. E.G.P. has received speaker honoraria from Bristol-Myer Squibb, Celgene, Seres Therapeutics, MedImmune, Novartis, and Ferring Pharmaceuticals; is an inventor on patent application number WPO2015179437A1, entitled “Methods and compositions for reducing Clostridium difficile infection,” and patent number WPO2017091753A1, entitled “Methods and compositions for reducing vancomycin-resistant Enterococci infection or colonization”; and holds patents that receive royalties from Seres Therapeutics Inc. Other authors have no competing interests. Data and materials

--- Extracted Metadata ---
Keywords: intellectual property, licensing, acute leukemia, Clostridium difficile, vancomycin-resistant Enterococci, biopharmaceuticals
Methods: IP Licensing
Hypothetical Questions: What are the implications of IP licensing agreements in biopharmaceutical collaborations?, How do consulting fees affect the integrity of research outcomes?",7,gvhd_paper.pdf,66
66,94a40de6c7dc06012ec2dc99c0cdc67a,", Celgene, Seres Therapeutics, MedImmune, Novartis, and Ferring Pharmaceuticals; is an inventor on patent application number WPO2015179437A1, entitled “Methods and compositions for reducing Clostridium difficile infection,” and patent number WPO2017091753A1, entitled “Methods and compositions for reducing vancomycin-resistant Enterococci infection or colonization”; and holds patents that receive royalties from Seres Therapeutics Inc. Other authors have no competing interests. Data and materials availability: All data are available in the manuscript or the supplementary materials. Sequencing data have been deposited into Sequence Read Archive under Bioproject number PRJNA545312.

--- Extracted Metadata ---
Keywords: Clostridium difficile, vancomycin-resistant Enterococci, patent, royalties, sequencing data, biopharmaceuticals
Methods: patent applications, royalties, sequencing data deposition
Hypothetical Questions: What is the significance of patents in biopharmaceuticals?, How do royalties work in the context of patent ownership?, Why are sequencing data important in biological research?",7,gvhd_paper.pdf,67
67,765decdef7b796c34ee56f0f9b1027fc,"SUPPLEMENTARY MATERIALS

science.sciencemag.org/content/366/6469/1143/suppl/DC1 Materials and Methods Table S1 to S10 Fig S1 to S10 References (33–53)

View/request a protocol for this paper from Bio-protocol.

18 March 2019; accepted 22 October 2019 10.1126/science.aax3760

D o w n o a d e d

l

f r o m h t t p : / / s c e n c e . s c e n c e m a g . o r g / o n N o v e m b e r

i

i

2 8 ,

2 0 1 9

Stein-Thoeringer et al., Science 366, 1143–1149 (2019)

29 November 2019

7 of 7

--- Extracted Metadata ---
Keywords: science, materials, methods, protocols, references",7,gvhd_paper.pdf,68
68,fe3fe06e5d21a26c1a5080a14cad9d39,"Lactose drives C. K. Stein-Thoeringer, K. B. Nichols, A. Lazrak, M. D. Docampo, A. E. Slingerland, J. B. Slingerland, A. G. Clurman, G. Armijo, A. L. C. Gomes, Y. Shono, A. Staffas, M. Burgos da Silva, S. M. Devlin, K. A. Markey, D. Bajic, R. Pinedo, A. Tsakmaklis, E. R. Littmann, A. Pastore, Y. Taur, S. Monette, M. E. Arcila, A. J. Pickard, M. Maloy, R. J. Wright, L. A. Amoretti, E. Fontana, D. Pham, M. A. Jamal, D. Weber, A. D. Sung, D. Hashimoto, C. Scheid, J. B. Xavier, J. A. Messina, K. Romero, Lew, A. Bush, L. Bohannon, K. Hayasaka, Y. Hasegawa, M. J. G. T. Vehreschild, J. R. Cross, D. M. Ponce, M. A. Perales, S. A. Giralt, R. R. Jenq, T. Teshima, E. Holler, N. J. Chao, E. G. Pamer, J. U. Peled and M. R. M. van den Brink

Enterococcus

expansion to promote graft-versus-host disease

M.

Science DOI: 10.1126/science.aax3760

366

(6469), 1143-1149.

Lactose can fuel GVHD

--- Extracted Metadata ---
Keywords: Lactose, Graft-versus-host disease, GVHD, Enterococcus
Methods: graft-versus-host disease (GVHD)
Hypothetical Questions: How does lactose influence graft-versus-host disease?, Can lactose be used to promote GVHD in clinical settings?",8,gvhd_paper.pdf,69
69,51096f8c7e8ffedfb97549f852a66ac7,"Allogeneic hematopoietic cell transplantation (allo-HCT) is used to treat certain hematopoietic malignancies, but

patients have a risk of developing graft-versus-host disease (GVHD). Stein-Thoeringer analysis of more than 1300 patients treated with allo-HCT across four clinical centers (see the Perspective by Zitvogel and Kroemer). High levels of bacteria from the mortality. Lactose appears to provide a substrate for genotype had a greater abundance of Enterococcus. severity of GVHD, and improved survival in gnotobiotic mouse models.

performed a large-scale

et al.

Enterococcus

genus were associated with greater incidence of GVHD and

Enterococcus A lactose-free diet limited

growth, and patients with a lactose-malabsorption

Enterococcus

growth, reduced the

Science

, this issue p. 1143; see also p. 1077

ARTICLE TOOLS

http://science.sciencemag.org/content/366/6469/1143

SUPPLEMENTARY MATERIALS

http://science.sciencemag.org/content/suppl/2019/11/25/366.6469.1143.DC1

--- Extracted Metadata ---
Keywords: graft-versus-host disease (GVHD), Allogeneic hematopoietic cell transplantation, Enterococcus, lactose-malabsorption, gnotobiotic mouse models, hematopoietic malignancies
Methods: Allogeneic hematopoietic cell transplantation (allo-HCT), gnotobiotic mouse models
Hypothetical Questions: How does the abundance of Enterococcus affect the incidence of graft-versus-host disease (GVHD)?, What is the relationship between lactose consumption and survival rates in patients undergoing allo-HCT?, Can a lactose-free diet mitigate the effects of GVHD in patients?",8,gvhd_paper.pdf,70
70,44bd4c9b1714c51388887595b8d20c03,"RELATED CONTENT

http://science.sciencemag.org/content/sci/366/6469/1077.full

REFERENCES

This article cites 52 articles, 15 of which you can access for free http://science.sciencemag.org/content/366/6469/1143#BIBL

D o w n o a d e d

l

f r o m h t t p : / / s c e n c e . s c e n c e m a g . o r g / o n N o v e m b e r

i

i

2 8 ,

2 0 1 9

PERMISSIONS

http://www.sciencemag.org/help/reprints-and-permissions

Use of this article is subject to the

Terms of Service

Science Science, 1200 New York Avenue NW, Washington, DC 20005. The title

(print ISSN 0036-8075; online ISSN 1095-9203) is published by the American Association for the Advancement of

Science

is a registered trademark of AAAS.

Copyright © 2019 The Authors, some rights reserved; exclusive licensee American Association for the Advancement of Science. No claim to original U.S. Government Works

--- Extracted Metadata ---
Keywords: Science, Research, Permissions, Copyright, Articles, AV8N",8,gvhd_paper.pdf,71
